|part_of_speech|word_de|word_en|sentence_de|sentence_en
1988.001|adverb|hierbei|on this occasion|Hierbei handelt es sich um einen Fehler.|On this occasion, it is a mistake.
1989.001|noun|das Schloss|lock|Das Schloss an der Tür ist defekt.|The lock on the door is broken.
1992.001|noun|der Abschluss|end|Der Abschluss des Kurses war feierlich.|The end of the course was celebratory.
1992.002|noun|der Abschluss|graduation|Seine Abschlussfeier war sehr emotional.|His graduation ceremony was very emotional.
1993.001|pronoun|irgendwelche|any|Hast du irgendwelche Fragen zum Thema?|Do you have any questions about the topic?
2000.001|noun|die Erkrankung|disease|Die Erkrankung wurde rechtzeitig behandelt.|The disease was treated in time.
2007.001|particle|aha|I see|Aha, das macht jetzt endlich Sinn!|I see, that makes sense now!
2009.001|noun|die Post|post office|Ich gehe zur Post, um das Paket abzuholen.|I am going to the post office to pick up the package.
1.002|pronoun|der|those
7.001|article|ein|an
42.002|adverb|so|thus
44.001|preposition|bei|by
48.002|pronoun|man|they
87.002|adjective|groß|great
106.001|noun|das Mal|mark
131.001|pronoun|wenige|little
162.001|preposition|seit|since
163.001|adjective|einfach|easy
172.001|adverb|natürlich|naturally
176.002|adjective|gleich|just
1986.001|noun|das Wesen|being
2010.001|noun|die Seele|mind
2014.001|noun|das Geräusch|sound
2022.001|pronoun|daneben|beside it
2026.001|adjective|verrückt|insane
2029.001|noun|der Start|start
2029.002|noun|der Start|takeoff
2031.001|adjective|weiblich|feminine
2034.001|noun|die Decke|ceiling
2035.001|noun|die Einstellung|employment
2054.001|noun|die Ladung|charge
2056.001|adjective|lustig|enjoyable
2058.001|noun|der Dichter|writer
2061.001|adjective|nackt|bare
2071.001|noun|die Einrichtung|institution
2076.001|noun|das Bundesland|province
2080.001|noun|das Viertel|quarter
2085.001|adverb|quasi|virtually
2087.001|adjective|blöd|stupid
2091.001|noun|die Flucht|flight
2103.001|noun|das Kino|movie theater
2104.001|noun|die Dauer|length
2107.001|adjective|golden|gold
2111.001|noun|die Bewertung|assessment
2111.002|noun|die Bewertung|evaluating
2112.001|noun|die Messung|measuring
2113.001|adjective|gewaltig|tremendous
2113.002|adjective|gewaltig|powerful
2120.001|noun|die Lehre|apprenticeship
2120.002|noun|die Lehre|doctrine
2136.001|noun|der Täter|culprit
2139.001|noun|die Bezeichnung|name
2141.001|noun|der Anlass|cause
2143.001|adjective|hauptsächlich|mostly
2144.001|noun|der Hersteller|producer
2145.001|adverb|normalerweise|usually
2147.001|noun|die Auswahl|choice
2149.001|adjective|mehrfach|several
2150.001|noun|der Rang|standing
2153.001|adverb|nahezu|almost
2155.001|noun|die Schrift|handwriting
2157.001|noun|der Anstieg|increase
2158.001|noun|die Kurve|turn
2159.001|noun|der Auftritt|entrance
2163.001|adjective|gerecht|just
2164.001|adjective|unendlich|infinite
2168.001|noun|die Stiftung|institute
2168.002|noun|die Stiftung|donation
2170.001|noun|die GmbH|limited liability company
2172.001|noun|das Fest|celebration
2173.001|noun|die Anforderung|demand
2173.002|noun|die Anforderung|standard
2182.001|noun|das Umfeld|milieu
2184.001|noun|der Graf|earl
2187.001|adjective|optisch|visual
2189.001|noun|die Mühe|trouble
2191.001|adjective|grundlegend|fundamental
2204.001|noun|die Stellung|standing
2206.001|noun|die Belastung|load
2208.001|noun|der Umfang|circumference
2208.002|noun|der Umfang|size
2208.003|noun|der Umfang|length
2238.001|noun|der Nutzen|profit
2238.002|noun|der Nutzen|use
2239.001|noun|die Hose|trousers
2242.001|adjective|arabisch|Arabic
2261.001|noun|die Operation|surgery
2262.001|noun|die Probe|test
2262.002|noun|die Probe|rehearsal
2265.001|adjective|nachhaltig|lasting
2268.001|adverb|hierzu|with it
2270.001|noun|der Ruf|reputation
2271.001|noun|die Überlegung|thinking
2272.001|noun|die Begegnung|meeting
2275.001|noun|die Handlung|action
2276.001|noun|die Marke|stamp
2283.001|adjective|glatt|smooth
2286.001|noun|die Klinik|hospital
2287.001|adjective|bedeutend|important
2291.001|noun|der Standort|site
2292.001|noun|der Zufall|coincidence
2297.001|noun|der Termin|date
2302.001|noun|die Vorschrift|instruction
2307.001|noun|die Förderung|support
2307.002|noun|die Förderung|promotion
2308.001|noun|der Impuls|stimulus
2309.001|noun|die Planung|plan
2314.001|noun|der Mangel|shortage
2314.002|noun|der Mangel|defect
2316.001|adjective|analog|analogous
2320.001|adjective|äußere|external
2327.001|noun|der Lohn|pay
2327.002|noun|der Lohn|reward
2328.001|noun|das Vermögen|fortune
2328.002|noun|das Vermögen|ability
2330.001|conjunction|zumal|particularly
2332.001|adjective|ordentlich|proper
2332.002|adjective|ordentlich|orderly
2336.001|noun|der Bewohner|inhabitant
2336.002|noun|der Bewohner|occupant
2338.001|adjective|großartig|splendid
2338.002|adjective|großartig|superb
2338.003|adjective|großartig|terrific
2340.001|noun|die Variante|variation
2341.001|noun|das Medikament|drug
2343.001|adjective|beliebig|as you like
2348.001|adjective|gezielt|purposeful
2348.002|adjective|gezielt|pointed
2348.003|adjective|gezielt|well-aimed
2349.001|noun|die Kommune|local authority
2357.001|noun|der Stock|stick
2377.001|noun|der Gipfel|peak
2380.001|adjective|vertraut|close
2382.001|noun|die Sitzung|session
2384.001|noun|die Wärme|heat
2388.001|noun|der Unternehmer|employer
2398.001|adjective|lebendig|living
2410.001|noun|die Vielfalt|diversity
2411.001|noun|die Entschuldigung|excuse
2415.001|noun|die Mischung|mixture
2415.002|noun|die Mischung|combination
2421.001|noun|der Sitz|seat
2432.001|noun|die Strafe|punishment
2433.001|noun|der Franzose|French
2443.001|noun|der Motor|motor
2451.001|adverb|ebenda|at the same place
2453.001|noun|die Erwachsene|grown-up
2456.001|noun|das Bruttoinlandsprodukt|gross domestic product
2458.001|noun|der Verkäufer|seller
2459.001|adjective|vernünftig|reasonable
2462.001|adjective|gegenwärtig|present
2466.001|noun|das Vorbild|example
2475.001|noun|die Kugel|sphere
2475.002|noun|die Kugel|bullet
2479.001|noun|der Schwerpunkt|main emphasis
2479.002|noun|der Schwerpunkt|center of gravity
2486.001|noun|die Tonne|ton
2486.002|noun|die Tonne|bin
2496.001|noun|der Erzähler|storyteller
2501.001|adjective|vielfältig|varied
2505.001|noun|der Mittelwert|average
2508.001|noun|die Beschäftigung|employment
2508.002|noun|die Beschäftigung|work
2508.003|noun|die Beschäftigung|pursuit
2523.001|adjective|flach|low
2523.002|adjective|flach|shallow
2526.001|noun|der Winkel|corner
2527.001|adjective|sauer|angry
2529.001|noun|das Geschlecht|sex
2531.001|noun|die Aussicht|prospect
2535.001|noun|die Base|alkali
2536.001|noun|die Bilanz|result
2563.001|noun|der Gesellschafter|associate
2566.001|pronoun|worauf|to what
2567.001|adjective|einsam|isolated
2571.001|noun|der Ablauf|expiry
2573.001|noun|die Bemerkung|comment
2577.001|noun|die Angehörige|member
2578.001|noun|das Café|coffeehouse
2578.002|noun|das Café|coffee shop
2581.001|noun|die Not|trouble
2582.001|adjective|räumlich|three-dimensional
2583.001|adjective|jahrelang|for years
2596.001|noun|der Ausbau|consolidation
2597.001|noun|der Kanal|channel
2614.001|adjective|formell|technical
2615.001|adjective|sanft|soft
2618.001|adverb|keineswegs|not at all
2628.001|adjective|selbstständig|self-employed
2632.001|pronoun|wozu|to what
2633.001|adjective|schlicht|plain
2636.001|noun|der Pass|pass
2637.001|noun|der Bedarf|need
2641.001|noun|der Kredit|credit
2643.001|noun|die Kompetenz|authority
2644.001|noun|die Leitung|management
2649.001|noun|die Station|stop
2649.002|noun|die Station|stopover
2659.001|noun|die Versorgung|care
2660.001|noun|der Kommentar|opinion
2661.001|adjective|kontinuierlich|constant
2670.001|noun|die Betrachtung|examination
2671.001|noun|die Kommission|committee
2672.001|noun|der Star|starling
2680.001|noun|der Abbau|decline
2680.002|noun|der Abbau|mining
2683.001|noun|das Geschenk|present
2690.001|noun|der Mittelpunkt|midpoint
2700.001|adjective|erkennbar|apparent
2700.002|adjective|erkennbar|visible
2701.001|adverb|namens|by the name of
2702.001|noun|die Achse|axis
2707.001|noun|der Aufwand|expense
2711.001|adjective|derartig|like that
2715.001|noun|die Ernährung|food
2726.001|adjective|grob|coarse
2726.002|adjective|grob|gross
2728.001|noun|die Tour|trip
2729.001|noun|der Überblick|view
2731.001|noun|der Griff|grip
2731.002|noun|der Griff|grasp
2737.001|noun|der Schatz|sweetheart
2744.001|noun|der Flur|corridor
2747.001|noun|die Begründung|explanation
2749.001|adverb|momentan|momentarily
2754.001|noun|das Ausmaß|size
2757.001|noun|der Vorstand|chairperson
2760.001|noun|der Händler|trader
2760.002|noun|der Händler|dealer
2762.001|noun|das Muster|model
2770.001|noun|der Ärger|trouble
2772.001|noun|der Führer|leader
2774.001|noun|der Abschied|departure
2790.001|adjective|bürgerlich|civil
2794.001|noun|die Wut|fury
2796.001|adverb|quer|diagonally
2796.002|adverb|quer|across
2803.001|adjective|übel|foul
2804.001|noun|das Ufer|bank
2826.001|noun|die Zustimmung|consent
2831.001|noun|die Nahrung|nourishment
2841.001|adjective|heimisch|indigenous
2841.002|adjective|heimisch|at home
2843.001|noun|die Stille|peace
2844.001|noun|der Bildschirm|monitor
2848.001|adjective|unheimlich|eerie
2848.002|adjective|unheimlich|scary
2848.003|adjective|unheimlich|incredible
2854.001|noun|die Hut|alert
2856.001|noun|die Verpflichtung|obligation
2859.001|noun|der Mittag|noon
2861.001|noun|das Finale|final
2861.002|noun|das Finale|finals
2864.001|noun|die Tendenz|tendency
2864.002|noun|die Tendenz|inclination
2869.001|noun|die Auswertung|analysis
2880.001|noun|die Scheibe|slice
2880.002|noun|die Scheibe|(glass) pane
2882.001|noun|der Widerspruch|contradiction
2889.001|adverb|weh|sore
2902.001|noun|der Anhänger|pendant
2902.002|noun|der Anhänger|supporter
2915.001|noun|die Aufklärung|enlightenment
2925.001|pronoun|dazwischen|in between
2925.002|pronoun|dazwischen|among (them)
2934.001|noun|die Persönlichkeit|celebrity
2935.001|noun|die Truppe|unit
2937.001|noun|die Einschätzung|opinion
2937.002|noun|die Einschätzung|evaluation
2939.001|noun|das Gewebe|fabric
2944.001|noun|die Kasse|cash register
2947.001|noun|die Last|burden
2950.001|adjective|einheitlich|uniform
2966.001|noun|die Angelegenheit|affair
2968.001|noun|die Einnahme|income
2968.002|noun|die Einnahme|receipts
2980.001|noun|der Entwurf|sketch
2980.002|noun|der Entwurf|design
2994.001|pronoun|hierfür|for it
2997.001|pronoun|wodurch|which
3003.001|noun|der Reiz|stimulus
3008.001|noun|der Akteur|player
3014.001|noun|der Gehalt|meaning
3020.001|adverb|extra|separately
3023.001|noun|die Klage|lawsuit
3024.001|adverb|anfangs|at first
3025.001|noun|die Beratung|advice
3025.002|noun|die Beratung|discussion
3026.001|noun|die Gestaltung|organization
3032.001|noun|das Vorgehen|action
3038.001|adjective|juristisch|juridical
3041.001|noun|der Nationalsozialist|Nazi
3043.001|noun|das Zitat|quotation
3045.001|adjective|kaputt|ruined
3047.001|noun|die Note|note
3056.001|adjective|divers|various
3057.001|noun|der Höhepunkt|peak
3060.001|adjective|ausgeprägt|distinct
3060.002|adjective|ausgeprägt|pronounced
3061.001|noun|die Autobahn|expressway
3065.001|noun|der Schreck|fright
3072.001|conjunction|sofern|provided that
3077.001|noun|die Hütte|cabin
3079.001|noun|die Prognose|prognosis
3080.001|adjective|zugehörig|corresponding
3083.001|adjective|locker|loose
3089.001|noun|die Abstimmung|vote
3091.001|adjective|nachfolgend|subsequently
3094.001|noun|die Rente|pension
3099.001|noun|der Aufstieg|rise
3105.001|adverb|hinein|in
3107.001|noun|das Skript|lecture notes
3113.001|noun|die Abweichung|difference
3113.002|noun|die Abweichung|tolerance
3117.001|adjective|schief|not straight
3123.001|noun|die Linke|left-wing party
3131.001|noun|das Ministerium|department
3139.001|noun|das Minus|minus
3142.001|noun|die Besonderheit|idiosyncracy
3142.002|noun|die Besonderheit|(special) feature
3153.001|noun|die Zeitschrift|journal
3159.001|noun|der Besitz|possession
3161.001|noun|der Gläubiger|believer
3166.001|noun|die Anfrage|request
3170.001|noun|die Platte|disk
3170.002|noun|die Platte|record
3176.001|adjective|diskret|confidential
3181.001|adjective|erwachsen|adult
3182.001|adjective|ökologisch|organic
3184.001|noun|die Substitution|replacement
3185.001|noun|der Tipp|hint
3188.001|noun|der Kanton|province
3192.001|noun|das Stichwort|cue
3193.001|noun|das Tempo|speed
3194.001|adjective|wunderschön|lovely
3197.001|noun|der Duft|(pleasant) smell
3198.001|adverb|hinweg|(be) over
3208.001|noun|die Ausführung|type
3210.001|adjective|rechtzeitig|punctual
3223.001|adjective|benachbart|adjacent
3231.001|noun|die Phantasie|fantasy
3238.001|noun|die Übertragung|transmission
3246.001|noun|der Großteil|large part
3256.001|noun|das Gelände|ground
3272.001|noun|die Gründung|foundation
3272.002|noun|die Gründung|formation
3277.001|noun|der Rucksack|rucksack
3295.001|noun|der Stamm|stem
3295.002|noun|der Stamm|tribe
3302.001|noun|der Kellner|waitress
3303.001|noun|die Kiste|crate
3311.001|noun|das Vorhaben|plan
3314.001|noun|der Pilz|fungus
3317.002|noun|der Ausgang|starting point
3318.001|noun|der Beschluss|decision
3320.001|noun|der Kerl|bloke
3323.001|noun|der Ausgleich|balancing
3323.002|noun|der Ausgleich|change
3326.001|noun|die Behinderung|obstruction
3334.001|noun|die Linse|lentil
3337.001|noun|der Posten|post
3341.001|noun|die Öffnung|hole
3346.001|noun|der Schrank|cabinet
3354.001|noun|der Bescheid|reply
3359.001|noun|der Eingriff|interference
3364.001|noun|die Einsicht|view
3365.001|noun|das Fräulein|miss
3367.001|noun|der Rückgang|fall
3377.001|adjective|stumm|dumb
3377.002|adjective|stumm|mute
3382.001|adjective|maßgeblich|decisive
3384.001|noun|die Spalte|cleft
3384.002|noun|die Spalte|column
3385.001|noun|der Zettel|piece of paper
3386.001|noun|die Abgrenzung|disassociation
3390.001|noun|die Unterscheidung|differentiation
3391.001|noun|die Dichtung|literature
3391.002|noun|die Dichtung|poetry
3395.001|adverb|untereinander|with each other
3396.001|preposition|unterhalb|below
3406.001|adjective|fett|fat
3406.002|adjective|fett|greasy
3419.001|noun|die Kneipe|bar
3422.001|adjective|fix|fixed
3429.001|noun|das Abitur|A levels
3434.001|noun|die Abschreibung|deduction
3438.001|noun|der Klang|tone
3440.001|noun|die Säule|column
3447.001|noun|die Anzeige|display
3458.001|noun|die Kammer|(small) room
3461.001|adjective|besorgt|anxious
3461.002|adjective|besorgt|afraid
3465.001|noun|der Rechner|calculator
3466.001|noun|der Schild|shield
3466.002|noun|der Schild|tag
3468.001|noun|die Unruhe|unrest
3468.002|noun|die Unruhe|disquiet
3468.003|noun|die Unruhe|upheaval
3471.001|noun|der Kindergarten|nursery school
3472.001|noun|das Rätsel|mystery
3479.001|noun|die Herrschaft|power
3483.001|noun|der Schein|light
3483.002|noun|der Schein|certificate
3490.001|noun|das Verbot|prohibition
3491.001|noun|die Verschiebung|shift
3492.001|adverb|zugrunde|(form) the basis
3492.002|adverb|zugrunde|(go) to ruin
3495.001|adjective|gespannt|anxious
3495.002|adjective|gespannt|tense
3499.001|noun|die Vermittlung|negotiation
3499.002|noun|die Vermittlung|placement
3500.001|noun|der Wohlstand|wealth
3504.001|adverb|seinerseits|on his part
3504.002|adverb|seinerseits|for its/his part
3513.001|noun|die Erziehung|education
3515.001|pronoun|wonach|what ... of
3521.001|noun|der Befehl|command
3525.001|noun|der Treffer|hit
3526.001|noun|der Helfer|accomplice
3531.001|adjective|definitiv|definite
